,Close
0,2605.78
240,2618.0
480,2584.38
720,2583.16
960,2558.42
1200,2554.03
1440,2551.04
1680,2573.21
1920,2585.5
2160,2611.89
2400,2590.86
2640,2585.22
2880,2575.08
3120,2585.55
3360,2598.66
3600,2598.48
3840,2587.4
4080,2578.98
4320,2560.0
4560,2525.79
4800,2532.47
5040,2501.21
5280,2482.07
5520,2507.94
5760,2514.01
6000,2519.45
6240,2515.99
6480,2541.12
6720,2551.57
6960,2545.0
7200,2532.42
7440,2543.3
7680,2553.0
7920,2524.0
8160,2504.01
8400,2510.99
8640,2524.08
8880,2434.99
9120,2411.23
9360,2344.83
9600,2355.05
9840,2300.0
10080,2365.16
10320,2365.8
10560,2348.65
10800,2329.68
11040,2263.94
11280,2306.43
11520,2349.97
11760,2349.99
12000,2399.5
12240,2369.24
12480,2393.07
12720,2385.22
12960,2383.0
13200,2368.01
13440,2328.62
13680,2342.0
13920,2318.81
14160,2323.17
14400,2336.01
14640,2275.12
14880,2204.39
15120,2174.23
15360,2171.38
15600,2080.5
15840,2069.83
16080,2007.98
16320,2077.27
16560,2017.82
16800,1986.71
17040,1992.0
17280,1920.92
17520,1919.95
17760,1936.38
18000,1890.0
18240,1984.98
18480,1991.13
18720,2061.01
18960,2021.92
19200,2126.35
19440,2170.42
19680,2212.02
19920,2270.85
20160,2258.0
20400,2327.99
20640,2338.48
20880,2357.4
21120,2277.85
21360,2350.99
21600,2361.03
21840,2295.85
22080,2277.55
22320,2259.01
22560,2309.66
22800,2353.01
23040,2329.99
23280,2612.1
23520,2611.5
23760,2755.0
24000,2811.27
24240,2800.0
24480,2720.05
24720,2770.0
24960,2675.49
25200,2623.96
25440,2699.66
25680,2745.5
25920,2819.0
26160,2767.71
26400,2839.46
26640,2827.05
26880,2828.53
27120,2785.08
27360,2735.9
27600,2745.0
27840,2770.13
28080,2769.19
28320,2768.89
28560,2713.09
28800,2751.87
29040,2789.47
29280,2739.67
29520,2752.0
29760,2753.47
30000,2759.0
30240,2662.09
30480,2547.06
30720,2560.1
30960,2539.42
31200,2562.63
31440,2465.0
31680,2498.98
31920,2485.99
32160,2470.0
32400,2459.55
32640,2545.28
32880,2568.0
33120,2575.0
33360,2573.91
33600,2569.92
33840,2649.99
34080,2700.04
34320,2693.22
34560,2763.25
34800,2762.17
35040,2764.95
35280,2782.22
35520,2745.51
35760,2727.0
36000,2732.66
36240,2673.53
36480,2708.33
36720,2706.33
36960,2679.73
37200,2632.0
37440,2634.02
37680,2653.73
37920,2710.0
38160,2732.41
38400,2703.5
38640,2716.95
38880,2705.31
39120,2758.96
39360,2780.07
39600,2859.0
39840,2850.16
40080,2900.01
40320,2708.04
40560,2684.82
40800,2732.76
41040,2723.99
41280,2722.84
41520,2731.01
41760,2730.0
42000,2691.31
42240,2705.94
42480,2669.26
42720,2713.44
42960,2712.77
43200,2743.54
43440,2737.75
43680,2754.44
43920,2785.95
44160,2787.9
44400,2793.19
44640,2853.5
44880,2843.05
45120,2850.1
45360,2839.89
45600,2870.18
45840,3122.41
46080,3183.0
46320,3156.07
46560,3309.2
46800,3235.98
47040,3256.22
47280,3216.62
47520,3210.04
47760,3215.0
48000,3267.92
48240,3263.0
48480,3199.4
48720,3251.99
48960,3280.08
49200,3386.34
49440,3353.97
49680,3364.99
49920,3380.0
50160,3425.0
50400,3443.97
50640,3391.0
50880,3374.21
51120,3417.34
51360,3356.51
51600,3369.56
51840,3341.99
