,Close
1101,292.35
1102,289.11
1103,289.73
1104,290.57
1105,292.62
1106,293.16
1107,291.64
1108,288.15
1109,288.11
1110,286.27
1111,284.45
1112,278.1
1113,275.91
1114,277.86
1115,279.44
1116,273.14
1117,274.17
1118,279.01
1119,279.2
1120,280.5
1121,279.0
1122,278.49
1123,279.31
1124,278.39
1125,277.73
1126,277.59
1127,278.09
1128,277.48
1129,276.39
1130,276.02
1131,276.72
1132,275.32
1133,276.72
1134,277.47
1135,278.38
1136,278.25
1137,277.93
1138,279.92
1139,281.04
1140,279.57
1141,279.02
1142,279.66
1143,279.7
1144,277.32
1145,276.7
1146,276.7
1147,277.09
1148,278.05
1149,276.31
1150,278.0
1151,277.9
1152,277.87
1153,277.61
1154,276.94
1155,276.84
1156,276.95
1157,277.52
1158,282.48
1159,284.65
1160,285.5
1161,289.56
1162,288.15
1163,289.99
1164,289.31
1165,291.01
1166,289.05
1167,288.58
1168,289.69
1169,289.07
1170,288.81
1171,293.35
1172,292.71
1173,293.43
1174,293.85
1175,292.99
1176,288.27
1177,288.76
1178,288.52
1179,296.14
1180,297.41
1181,297.79
1182,295.69
1183,295.06
1184,296.25
1185,296.33
1186,295.67
1187,293.25
1188,290.57
1189,290.82
1190,290.63
1191,291.51
1192,289.16
1193,290.22
1194,288.41
1195,286.99
1196,288.71
1197,287.98
1198,289.23
1199,285.0
1200,283.47
1201,285.13
1202,285.97
1203,285.38
1204,282.39
1205,280.51
1206,279.63
1207,279.13
1208,280.97
1209,281.66
1210,279.66
1211,278.34
1212,278.84
1213,281.52
1214,282.11
1215,282.49
1216,281.86
1217,282.67
1218,283.43
1219,284.38
1220,283.81
1221,282.01
1222,283.59
1223,283.06
1224,283.52
1225,285.42
1226,286.28
1227,285.73
1228,286.06
1229,283.6
1230,282.33
1231,283.3
1232,283.2
1233,282.81
1234,282.24
1235,280.81
1236,280.58
1237,279.48
1238,279.43
1239,279.51
1240,278.82
1241,277.09
1242,279.8
1243,280.88
1244,280.31
1245,279.67
1246,279.83
1247,278.37
1248,277.22
1249,269.99
1250,269.11
1251,261.35
1252,263.97
1253,263.0
1254,266.19
1255,266.45
1256,264.2
1257,267.97
1258,267.3
1259,265.89
1260,266.05
1261,264.68
1262,265.0
