Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted Price,BB24hr_mean,BB24hr_upper,BB24hr_lower,BB120hr_mean,BB120hr_upper,BB120hr_lower
-1.3044472030916607,-1.3114741595110178,-1.3236105290736688,-1.3184495524191044,-0.29656874283635204,-0.7126002515376126,-1.317544942087126,-1.2945009502141585,-1.2385473481345004,-1.3504545522938165,-1.367949142649995,-1.1596583614339084,-1.5762399238660816
-1.3171837445595875,-1.3159048202318961,-1.3201961206673682,-1.3122640260653244,-0.7438649396179471,-0.8983769880452821,-1.3176528980245839,-1.2940433932600202,-1.238897119166829,-1.3491896673532113,-1.3681007471363273,-1.1600004650693287,-1.576201029203326
-1.3109356895672488,-1.3137675699325368,-1.3342136870936212,-1.3366262629223824,-0.730208357756924,-0.894373445705159,-1.3261909426076481,-1.2926476401067513,-1.244256791364362,-1.3410384888491405,-1.3678039220658191,-1.15962588873111,-1.5759819554005283
-1.3342607070145969,-1.307643643573341,-1.3339693290452013,-1.3038594342181975,-0.5502930248173457,-0.8183521699130857,-1.3190722010846914,-1.2919115128767007,-1.2448346318544814,-1.33898839389892,-1.3680490428048133,-1.1602454774785045,-1.5758526081311222
-1.302539569086405,-1.284862637517132,-1.2984449522222028,-1.2877403450710898,-0.34775182983473224,-0.7240782304136331,-1.2864187051783198,-1.2901443326888822,-1.2459640684852327,-1.3343245968925317,-1.368201069367321,-1.1606618000789388,-1.5757403386557032
-1.2880725536535116,-1.2773332700585003,-1.2833442852570074,-1.2864456264023612,-0.42560197133399363,-0.7544415068368775,-1.2770392393180103,-1.2883469476747453,-1.2474778059938283,-1.3292160893556624,-1.3684528114263201,-1.1613886097668367,-1.5755170130858036
-1.2852000301431097,-1.266301016722409,-1.287838492066461,-1.256717746162674,-0.7808857940604795,-0.9067184097864684,-1.278477593425905,-1.2861040084977144,-1.2444200691780698,-1.327787947817359,-1.368465658369916,-1.1614296158010722,-1.5755017009387597
-1.2570663830307718,-1.257115127183615,-1.2600840407560592,-1.2582752072507293,-0.3875417237965435,-0.7316812154024565,-1.2555845843355762,-1.2843782445346288,-1.2416267776146839,-1.3271297114545737,-1.3689665045118167,-1.1633059226177314,-1.574627086405902
-1.2570474015978839,-1.2647700351326099,-1.2764725406791435,-1.2734857774298045,-0.290236069848784,-0.6931229578722108,-1.266799301132669,-1.2839949466076395,-1.2410157644592668,-1.3269741287560122,-1.3697682118276548,-1.16638421441164,-1.5731522092436696
-1.2722515293412657,-1.2724249430816048,-1.281363003783332,-1.2668634022342529,-0.6123114838476865,-0.834353249742957,-1.2771344945569438,-1.2835087676128418,-1.240010785825724,-1.3270067493999596,-1.3704088443229703,-1.168832760570463,-1.5719849280754776
-1.2678003833290024,-1.2696844860358647,-1.2658594762518227,-1.2635395523512083,-1.0885983204659053,-1.0372573040956867,-1.2667167465922604,-1.2824186239904862,-1.2382621688520998,-1.3265750791288726,-1.3708745790030112,-1.1705610160123079,-1.5711881419937146
-1.2623084220800405,-1.2728995473744427,-1.2764725406791435,-1.2820423167001564,-1.0757323194531403,-1.0326459841979065,-1.2773694574796461,-1.281868078378906,-1.2380514820886084,-1.3256846746692037,-1.3716791617127957,-1.1736059847035822,-1.5697523387220091
-1.2807995012852147,-1.277017887851002,-1.2764725406791435,-1.2693831970027325,-0.8921971696347364,-0.9538730696757289,-1.2755659582891739,-1.280852457581309,-1.2370562194637755,-1.3246486956988424,-1.3723733978824155,-1.1763508534468994,-1.5683959423179317
-1.2681483762652845,-1.2454796671011428,-1.271654724562323,-1.2477591793350395,-0.5116990348798027,-0.785170271589526,-1.2538255375899392,-1.2802446678884094,-1.2349956940370235,-1.3254936417397953,-1.3728790979003358,-1.1784783584321488,-1.5672798373685228
-1.246721502106748,-1.2457123763027922,-1.2461985597613847,-1.2450051322890885,-0.7342656026177804,-0.8806415048016863,-1.2467798250834985,-1.2799411687383742,-1.23382024737908,-1.3260620900976683,-1.3733438301494596,-1.1804531245169487,-1.5662345357819705
-1.243785707153386,-1.2407795536204598,-1.2396438202193087,-1.239648985620411,-0.5217317867612479,-0.7857966682824894,-1.2394419965109948,-1.2790318583775127,-1.230589022400852,-1.3274746943541733,-1.373815816832852,-1.1825332059351286,-1.5650984277305755
-1.2384202887903448,-1.2101599218244798,-1.232521113321446,-1.2057393856707221,0.13350723861593064,-0.48687642308215007,-1.2159425290661234,-1.2766401373485743,-1.2199555907502833,-1.3333246839468653,-1.3731931225750005,-1.1802057968686128,-1.5661804482813881
-1.2045447582293516,-1.1998564157251328,-1.2061040270057752,-1.1924629795664472,-0.2636251987584389,-0.658481710984638,-1.1987172066923324,-1.273916427027746,-1.2079394283742788,-1.3398934256812134,-1.3724387141705932,-1.1773329636069894,-1.567544464734197
-1.1912799002127055,-1.1959615985606842,-1.194127180497408,-1.1934031542476509,-0.8664250366016801,-0.930198892813216,-1.1929256881651815,-1.2700883280136348,-1.1966259410328048,-1.3435507149944648,-1.371863107786085,-1.175048712381951,-1.568677503190219
-1.1922511168621477,-1.1998564157251328,-1.2011244062352713,-1.1930897626872496,-0.4476138289618841,-0.7423913818478634,-1.2012065436031256,-1.266126087914958,-1.1867199094035739,-1.3455322664263423,-1.371230019902409,-1.1726013931622068,-1.5698586466426112
-1.1919031239258653,-1.1761843783836607,-1.1972113753247624,-1.1655967757974952,0.24495104651502275,-0.4210622960004222,-1.1838161121485167,-1.2609130514495783,-1.172344448846903,-1.3494816540522536,-1.3700990931695836,-1.1683438484479587,-1.5718543378912084
-1.1653291178825012,-1.1223887472813041,-1.1581669217502009,-1.1396865745663338,0.8226088081433628,-0.1245862030221027,-1.135785245503662,-1.2549925097948076,-1.154105604315375,-1.3558794152742402,-1.368896228828575,-1.163384975922156,-1.5744074817349942
-1.1394922241496255,-1.1309469343682803,-1.128302405670335,-1.1237700819835263,-0.7738026712321793,-0.8762933101801906,-1.1276949005435848,-1.248608739537289,-1.134948487172381,-1.3622689919021969,-1.3671209236743755,-1.15686566317417,-1.577376184174581
-1.1218584729965646,-1.1279002810045804,-1.132109768235581,-1.1293921366428472,-0.18813074740094096,-0.5997918492490764,-1.1312352202572764,-1.2413019414432007,-1.1203915725000182,-1.3622123103863832,-1.3653384432251907,-1.1506874892479522,-1.5799893972024293
-1.1289290567473882,-1.1160994749104098,-1.1222033608672044,-1.1039947579650697,-0.053912592730968684,-0.5331034717793456,-1.1234052396169505,-1.232366325007616,-1.1037980906809706,-1.3609345593342614,-1.3637307550722362,-1.1441787958767369,-1.5832827142677355
-1.1051832842043536,-1.1086190988626519,-1.1486204471828754,-1.1445647199661164,0.264663397411686,-0.38274335095035605,-1.1257199419230322,-1.225378853920149,-1.0967067173406881,-1.3540509904996096,-1.3623509089148362,-1.1393857804238103,-1.5853160374058621
-1.1438484629974486,-1.154340333060409,-1.1486204471828754,-1.1428204901703471,-0.7560125955960009,-0.8722242972096675,-1.1510292589076383,-1.217303613388814,-1.0935402684658029,-1.341066958311825,-1.3607396331143888,-1.134244830018493,-1.5872344362102846
-1.1425482348446123,-1.1340762607378296,-1.135190660927146,-1.1389458308781124,-0.32773448328087296,-0.6670376527056155,-1.1349311235278927,-1.210432213249644,-1.0884274403592828,-1.332436986140005,-1.3591870522821141,-1.129184055644924,-1.5891900489193043
-1.137793385906139,-1.1235431074000126,-1.134916583656621,-1.1190153938651137,-0.019078878198591283,-0.5201428758673822,-1.1320702911852591,-1.2034020069493947,-1.080548957296498,-1.3262550566022915,-1.3575876737538672,-1.1235968117504092,-1.5915785357573253
-1.1178755356622079,-1.1209251288814563,-1.1192182301135336,-1.1215446853475448,-0.3703656525755094,-0.6824346590761111,-1.119537876916254,-1.1965311344054441,-1.0746221320475107,-1.3184401367633776,-1.3559661098466393,-1.1181507032402913,-1.5937815164529874
-1.1204032298084754,-1.1132028577425102,-1.1176926433788037,-1.0985847965839999,-0.42823055232693213,-0.7089206014935969,-1.1157117914857624,-1.1899422615063326,-1.064566640220711,-1.3153178827919543,-1.3544002336148324,-1.1123036521983953,-1.5964968150312695
-1.1004695617038043,-1.00756512804638,-1.089792898093666,-1.0107528548173768,2.050160144946447,0.5607152931712747,-1.0356116610666608,-1.179628830154943,-1.038040839950036,-1.3212168203598498,-1.352205384742062,-1.1025169847705647,-1.6018937847135595
-1.0123925495307922,-0.9622480729883299,-0.9955928704277728,-0.985744841411613,0.9386155115981358,0.037605905080761705,-0.9852978438620357,-1.1676396244875182,-1.011265906381387,-1.3240133425936496,-1.3493985781741575,-1.0909473386097468,-1.6078498177385683
-0.9836420058495904,-0.9447948828646214,-0.9762489589731228,-0.9243327578582184,-0.000839335278124191,-0.4403310049588082,-0.963385963732721,-1.1533675143051834,-0.9739639170659322,-1.3327711115444345,-1.3460419118684583,-1.0762118904255549,-1.6158719333113618
-0.9236322057738078,-0.8218784949460197,-0.9190889884575898,-0.939207777477672,2.5332371480380274,0.9987372105429799,-0.8743826436479774,-1.1398536903521193,-0.9467504091598613,-1.3329569715443772,-1.3422906570980717,-1.0625552344617808,-1.6220260797343626
-0.9381814740825496,-0.8630404659693555,-0.9240752134996728,-0.8657696884902905,1.7364560591174223,0.5378782369740586,-0.8953641976103757,-1.1225089975100415,-0.9090100482486082,-1.336007946771475,-1.337542300122294,-1.0451364969798111,-1.6299481032647767
-0.8647929273927922,-0.836401386306853,-0.8731166539967438,-0.8436360138405309,1.2129270004398547,0.28911279379092364,-0.8486192766911219,-1.1047695315449497,-0.8723003879883461,-1.3372386751015535,-1.33282187931339,-1.0271518647133884,-1.6384918939133915
-0.8407466154956956,-0.8648776438771142,-0.8912255666661363,-0.8582989401817331,0.2519137763207456,-0.26559484521714716,-0.8796026307415279,-1.0885420215802286,-0.8436915139747718,-1.3333925291856854,-1.3281044921769984,-1.0108799798717714,-1.6453290044822255
-0.8573300606956141,-0.8673455861998703,-0.8575602922926029,-0.8708535960256902,-0.7925438517467187,-0.8387785708215507,-0.8638378886980492,-1.0729523742359204,-0.8221112366405576,-1.3237935118312831,-1.3233001309686674,-0.9960571776642886,-1.6505430842730462
-0.8718476932828759,-0.8597090500299528,-0.8652113409167791,-0.8581058403313849,-0.38543083280068735,-0.612279294342932,-0.8638188376502625,-1.0570547431822108,-0.801983404648774,-1.3121260817156477,-1.317894258450549,-0.9815726152327953,-1.654215901668303
-0.8551630137742205,-0.8461568009970521,-0.8369087350653273,-0.8332624366341149,-0.3793991423695627,-0.6017187944645768,-0.8401479107753109,-1.0415348703056855,-0.7790060120420912,-1.3040637285692798,-1.3115058981146201,-0.9677475232745821,-1.6552642729546583
-0.8323631493034438,-0.8307857458354704,-0.8395372351537365,-0.8115466173982236,-0.5001051868056047,-0.6683420186282633,-0.8348263180935648,-1.025663355215343,-0.7552795247585165,-1.2960471856721694,-1.3047170666273062,-0.953922317366589,-1.6555118158880235
-0.8125876598061735,-0.8269093004500994,-0.8117992945222821,-0.8269312939997443,-0.7137345791675912,-0.7858417857841951,-0.8184614680448057,-1.0103936943716803,-0.7381631234107746,-1.2826242653325859,-1.2983152789930406,-0.9409224373209859,-1.6557081206650952
-0.8259758971365925,-0.8421946206426525,-0.9125177382365668,-0.9330000921246717,0.7196647476382309,-0.013211263394917913,-0.8881978284679521,-0.9995566247649061,-0.7371520787810576,-1.2619611707487546,-1.2919980384927046,-0.9358105832573153,-1.6481854937280938
-0.9328065650030645,-0.9065203431196467,-0.9125177382365668,-0.9085049012722919,-0.4983033045676972,-0.6869487081645475,-0.9082300052156476,-0.9888444633263559,-0.7338457717657612,-1.2438431548869506,-1.2869452326954964,-0.9263336254596128,-1.64755683993138
-0.907497987818908,-0.8572380457440173,-0.8990945562524167,-0.8500367990438796,-0.30819870881732314,-0.5741373418050658,-0.8786088010819894,-0.9767757226795871,-0.7241689892733983,-1.229382456085776,-1.2817228577947308,-0.9141136018598658,-1.6493321137295958
-0.8477317827985228,-0.8609001537068165,-0.8547964046368259,-0.8575360374942915,-0.9103965815476778,-0.9034766796339038,-0.8576018457225422,-0.9656826374925357,-0.7166616556445635,-1.2147036193405079,-1.2769163334459996,-0.9023380550662929,-1.6514946118257063
-0.8567068369824542,-0.8529359874766821,-0.868599332236764,-0.833164303923282,-0.3227461990454185,-0.5769484326991432,-0.862405884939417,-0.9533398111292205,-0.7088634927349757,-1.1978161295234653,-1.2714873258775048,-0.890228153380569,-1.6527464983744404
-0.8322049706960428,-0.8520265844123415,-0.839870750868472,-0.8492865586417068,-0.49762910364126417,-0.6706285676089039,-0.8486034008179664,-0.9427269694907472,-0.7034901966399374,-1.181963742341557,-1.266061668538654,-0.8794472828698682,-1.65267605420744
-0.8483328615066463,-0.8339181341681992,-0.829026536935889,-0.8291376972078223,-0.06350390352963023,-0.4223212877095265,-0.8368552546828462,-0.9295841768758183,-0.7022689214154,-1.1568994323362367,-1.260609525919783,-0.8679519320590985,-1.6532671197804674
-0.8261309121718453,-0.8433489807613608,-0.8580324977104956,-0.8722432818339344,-0.33063996822573954,-0.5815204158654981,-0.8629551901505995,-0.9183101265284678,-0.7090119004755835,-1.127608352581352,-1.2552533001118225,-0.8590727705701835,-1.6514338296534614
-0.8712624324354922,-0.8679396070567122,-0.8731166539967438,-0.8863459020519949,-0.6563151335997047,-0.7637766022639331,-0.8674512374282565,-0.9077851294940463,-0.7205554255022997,-1.095014833485793,-1.2499847342495871,-0.8511227121486353,-1.648846756350539
-0.8853593099270674,-0.8878484916504584,-0.8822107359609135,-0.8705180454660685,-0.053431020640659216,-0.43557764457867304,-0.8835557231572642,-0.8974310733107528,-0.7328426869669287,-1.062019459654577,-1.2450831108625353,-0.8421318519112948,-1.6480343698137758
-0.8695351220426735,-0.885117220494257,-0.8679389050788722,-0.8761179411261691,-0.7384432405012141,-0.8112456390764012,-0.8771513959263082,-0.8872049589681955,-0.7530530244410054,-1.0213568934953856,-1.2399804209373206,-0.8339632024945851,-1.6459976393800562
-0.8768208286995625,-0.8981489357866258,-0.9009536587018817,-0.9058774770790281,-0.36402896648718874,-0.6135263584594108,-0.9063757032310772,-0.879175487322155,-0.7790875667860462,-0.9792634078582638,-1.2356138054826344,-0.8265745501412467,-1.6446530608240222
-0.9047899700602032,-0.9268640264848955,-0.9706782558963057,-0.9689040020041874,0.8991065346890053,0.03605036920567207,-0.9583183850214637,-0.8774317851216055,-0.7858117912551874,-0.9690517789880235,-1.2320342565764442,-0.8212286921946055,-1.6428398209582828
-0.967858944403121,-0.9443692699826572,-1.0160859251371546,-0.9436870608914893,1.5638164778422676,0.36632874229953066,-0.9803350459136051,-0.8756793775999335,-0.7913909237297426,-0.9599678314701244,-1.2283942188783348,-0.815160991105055,-1.6416274466516145
-0.9426579286719974,-0.8918994689370664,-0.9297713977364894,-0.8809486029561939,0.07774520365885892,-0.37554350298356276,-0.9107510938727519,-0.873871704479016,-0.7921156369465827,-0.9556277720114492,-1.2244888271645622,-0.8070392269273355,-1.6419384274017887
-0.8829360136616842,-0.875900711323667,-0.880467208264079,-0.8768523536717563,-0.4305501245619223,-0.6406519233796053,-0.8751573862579689,-0.871273561820436,-0.7943643693198782,-0.9481827543209939,-1.2200163497290768,-0.7992501107910923,-1.6407825886670613
-0.8759223742095248,-0.8572380457440173,-0.8692498529872875,-0.8492454062145833,-0.37335541263618016,-0.6042404637576951,-0.8595101256758415,-0.8705850500589483,-0.7931759648390767,-0.9479941352788198,-1.2155838112517101,-0.7904801611329481,-1.6406874613704723
-0.8482759172079822,-0.8559979506562801,-0.8480072134536987,-0.8527908460898308,-0.12365225760926965,-0.4616339274419551,-0.8507815706149104,-0.8709665014026692,-0.7940228763622771,-0.9479101264430613,-1.2111506924196016,-0.7820867026774274,-1.6402146821617758
-0.851819118013764,-0.8559550831717656,-0.8455669351052885,-0.8440253791125448,-0.5243844463587017,-0.6854640132681249,-0.847920738272277,-0.8703717696914529,-0.7928013626591932,-0.9479421767237126,-1.2063762458602179,-0.7738133636083631,-1.6389391281120727
-0.8426447587845073,-0.858680230401608,-0.8411916051842555,-0.8531074032215493,-0.9400734616129924,-0.9187758657207973,-0.8478477092557613,-0.8696323449912805,-0.7917434380501177,-0.9475212519324433,-1.201696449883218,-0.7660834500642768,-1.6373094497021594
-0.8537172613025757,-0.87465755427275,-0.8547964046368259,-0.8610213315145125,-0.8244239241251985,-0.8565443040690559,-0.8640188736520227,-0.8697538237905774,-0.7919308858912592,-0.9475767616898957,-1.1971053162828604,-0.7588259701739601,-1.6353846623917607
-0.8600444055986148,-0.7748253067651376,-0.839870750868472,-0.7676401432288638,2.0569743900243247,0.8382060763641386,-0.7774953649541785,-0.8670195615653586,-0.7798011855327683,-0.954237937597949,-1.1919613156519562,-0.7481189646341467,-1.6358036666697657
-0.7669056779887714,-0.7521973988679087,-0.7443927966520583,-0.7558325622157626,0.33806702327709076,-0.15044006028168197,-0.7513351011684339,-0.8646981425994227,-0.768784707848796,-0.9606115773500493,-1.1864141003745259,-0.7375327495996343,-1.6352954511494175
-0.7549315574085173,-0.73032885783922,-0.7387791658099783,-0.7239489279090722,0.25057741377013715,-0.193373564235683,-0.7337382833628029,-0.8604072106789779,-0.7494128188790482,-0.9714016024789075,-1.1805891325937732,-0.7259837203287536,-1.6351945448587928
-0.7230617315893685,-0.736581386651959,-0.7064050265301236,-0.714138822397115,-0.44856493384024504,-0.6070105849478217,-0.720993132393513,-0.8512879911069963,-0.7297275124657967,-0.9728484697481958,-1.1746756343351832,-0.7144030053814225,-1.6349482632889438
-0.7139886066688483,-0.7197405891641702,-0.7619403462372428,-0.7508689463904159,1.179798853727323,0.36112897865247995,-0.733798611680794,-0.8447198263202514,-0.7190963079475442,-0.9703433446929587,-1.1685741011403523,-0.7053877610416713,-1.6317604412390332
-0.7499584219918307,-0.738112368241758,-0.7362233127089371,-0.7443826907615033,-0.2515939227022099,-0.4938676007713147,-0.7360752118913024,-0.8403175718084858,-0.7082329826957171,-0.9724021609212544,-1.1622524288401725,-0.6967744385304447,-1.6277304191499002
-0.7443051185633196,-0.753094554079531,-0.7999149078160197,-0.7923442617881777,0.09653052828167669,-0.3113073328620925,-0.7912248200591134,-0.837601247820731,-0.7043187245227853,-0.9708837711186766,-1.1565967136058455,-0.6897612991982172,-1.6234321280134738
-0.7925369395320256,-0.7947586870643206,-0.8184068682369893,-0.8057346284598715,-0.013179620092301645,-0.38103947326807086,-0.8060973380312493,-0.8364583446764221,-0.7025480737180418,-0.9703686156348024,-1.1506326189657023,-0.6843110343726237,-1.616954203558781
-0.8047926180334536,-0.7626723749053134,-0.7939710633949938,-0.7575039838712363,-0.24781759489403404,-0.5034476892202882,-0.7703416965102798,-0.8326340707276524,-0.6950606910043587,-0.970207450450946,-1.1442341551813195,-0.6775794207939739,-1.610888889568665
-0.7565924327862276,-0.7748559263969337,-0.7729760840456144,-0.7584568208377092,-0.35937376961419826,-0.5698074755372576,-0.7737391333655712,-0.829689034212231,-0.6888166700508427,-0.9705613983736192,-1.1380169203548458,-0.6708447101455105,-1.605189130564181
-0.7580571666907606,-0.7609729853406365,-0.7532887504688607,-0.7693622140254124,-0.5380129365144569,-0.6698667772101589,-0.7567582994383761,-0.8254023230535426,-0.6836761191727045,-0.9671285269343806,-1.1321000982463727,-0.6643822473071055,-1.59981794918564
-0.7684653190577451,-0.7948964754074024,-0.7955461821665658,-0.7844778170649721,-0.049325618570771876,-0.3962606268793884,-0.7924885395622968,-0.8211578195124165,-0.6809563260613173,-0.9613593129635157,-1.1266052204147197,-0.6581684691935751,-1.5950419716358644
