,BTC-USD-Daily
566,0.01575738224546254
567,0.01671300707405851
568,0.015476098566608986
569,0.015642475088852716
570,0.01517478190113146
571,0.01598031342994472
572,0.01608833745781708
573,0.016034556593726563
574,0.016086282792522315
575,0.015846041052931723
576,0.015814450574024686
577,0.015673706001333172
578,0.01575132098284298
579,0.015772278568849597
580,0.015350918083525327
581,0.014532904463046357
582,0.014497101920285048
583,0.014834067028626777
584,0.014318859705964037
585,0.014553862049052978
586,0.014259942178636607
587,0.013670972371891747
588,0.013026988901879512
589,0.012513373944820216
590,0.012781199565993051
591,0.013410903112206655
592,0.013058065714462854
593,0.013629159933143245
594,0.01368617689507302
595,0.012855321616501755
596,0.012841760825556294
597,0.013205128382935777
598,0.012777552535094838
599,0.012946702855486505
600,0.012647132655509527
601,0.01247135603954224
602,0.012843661390953956
603,0.012627459235312135
604,0.01269069155975858
605,0.010963539912977733
606,0.010217542311080335
607,0.010599966889068776
608,0.011065862244657113
609,0.011606033750651265
610,0.011028313236395252
611,0.010789663862408105
612,0.010627550770651018
613,0.010282521101027328
614,0.009079411837676715
615,0.007191328531683275
616,0.0070442658632103505
617,0.007719480245703039
618,0.006648640060703033
619,0.007330583472036083
620,0.0072153681156320445
621,0.007272950110517879
622,0.007493569796543447
623,0.008378719605528922
624,0.008158921785621259
625,0.008481504236899622
626,0.009170947176558569
627,0.011896717523228378
628,0.00978092593594242
629,0.00998474873318327
630,0.00835344722240329
631,0.008475802540706644
632,0.008435222901135003
633,0.007443846896410095
634,0.00805968145188403
635,0.008821499976551132
636,0.00799881199252657
637,0.00812183507705072
638,0.007760624918230743
639,0.008275575407731633
640,0.00820058012447265
641,0.007947342626892662
642,0.00763390343617601
643,0.007847588626831742
644,0.007773312476425927
645,0.008580179537680789
646,0.009248151225009427
647,0.010013051747618684
648,0.008718150312224369
649,0.008727242206153712
650,0.00892875350493795
651,0.008681988203036478
652,0.009162060749158707
653,0.009041605996253012
654,0.00911254331555483
655,0.008565745513985052
656,0.00867022524422394
657,0.008630210637608358
658,0.008647623925981507
659,0.009451100789500004
660,0.00950544668654658
661,0.00915810551846628
662,0.00981231094831998
663,0.010401023921902997
664,0.011003759986122793
665,0.010239732696263812
666,0.010441398094945157
667,0.010701724187792094
668,0.010630324568798952
669,0.01123984102849148
670,0.011678152502497575
671,0.011728851368645942
672,0.011748730255372809
673,0.01129459785859701
674,0.011052866486667715
675,0.011115225578363884
676,0.011465494644489226
677,0.011308569582601423
678,0.010224117240023586
679,0.0098627529813065
680,0.00990600368576134
681,0.009896603592037784
682,0.010012743547824467
683,0.010031492368639212
684,0.009192367062256512
685,0.009106173853141053
686,0.00952527420664108
687,0.009276916539136159
688,0.009445193626777551
689,0.009091431629651103
690,0.00924748345878863
691,0.009131497602899052
692,0.009251592789378163
693,0.009522038108801822
694,0.009618915577450069
695,0.009523116808081575
696,0.00995336372080571
697,0.009496611625779083
698,0.00951484678027014
699,0.00909389722800482
700,0.008987003266044586
701,0.008653068789012636
702,0.008707106486265
703,0.008630313370873097
704,0.008033535836008125
705,0.007923970809164693
706,0.008123992475610225
707,0.00825662112038741
708,0.0079899255651267
709,0.00800646562074957
710,0.008002561756689515
711,0.008094405295365585
712,0.00856744061285324
713,0.008529121105105838
714,0.00842310037589588
715,0.008325092841335507
716,0.00775214942388983
717,0.00784085959799138
718,0.008071649877226045
719,0.00805716448689794
720,0.008545250227669759
721,0.008595332694229695
722,0.008578484438812609
723,0.008942108829353937
724,0.008944779894237132
725,0.008584083401740848
726,0.00858629216693272
727,0.008434709234811311
728,0.009148243125051397
729,0.008906665853019212
730,0.00887091467689027
731,0.00903302776864736
732,0.008952176689298295
733,0.008992448129075719
734,0.008660876517132751
735,0.00871635248009145
736,0.008710496684001364
737,0.00871018848420715
738,0.008678341172138265
739,0.008502359089641504
740,0.008570265777633541
741,0.008648959458423103
742,0.00868286143578675
743,0.008855196487385305
744,0.008927726172290568
745,0.008706849653103154
746,0.00871563334723828
747,0.008679111671623805
748,0.008711626749913486
749,0.008695600360614307
750,0.008464912814644381
751,0.008428545238927013
752,0.007950938291158505
753,0.008110072118238179
754,0.00813046467128874
755,0.00805213055692576
756,0.00808598116765704
757,0.008075707841183208
758,0.007995729994584418
759,0.008252203590003664
760,0.008294067395384536
761,0.008268795012258905
762,0.008314203115273248
763,0.008344509428371057
764,0.008458748818760083
765,0.008510629117452938
766,0.008669917044429723
767,0.00948145846923018
768,0.00930398675439471
769,0.0093496516905709
770,0.009050081490593925
771,0.00908963379751818
772,0.00904473936082753
773,0.009188925497887777
774,0.009058402885037727
775,0.008887146532718927
776,0.008982328902498993
777,0.009024089974615124
778,0.00939218326217257
779,0.00929474076056826
780,0.009714971179980412
781,0.010080598869184138
782,0.009825460806206485
783,0.00965702961866799
784,0.009700434423019936
785,0.009915198312955419
786,0.010434617699472432
787,0.010359057383257386
788,0.01019792025751531
789,0.010267932977434484
790,0.010344315159767435
791,0.011210407948143947
792,0.011573159105935
793,0.012433293364956688
794,0.011491845726894611
795,0.01143929766198095
796,0.011473970138830138
797,0.010801580921117753
798,0.010874110606023016
799,0.010617893843765616
800,0.01057089337514783
801,0.010866970644123702
802,0.010701210521468402
803,0.010766959810900936
804,0.010680766601785473
805,0.011272818406472485
806,0.01134627269076039
807,0.011524360805184292
808,0.011665259477772912
809,0.011608499349004986
810,0.01133466383184496
811,0.011301378254069738
812,0.011139727462003975
813,0.01088566809830608
814,0.011010899948022106
815,0.011009204849153922
816,0.011142706726681387
817,0.010974481005672367
818,0.010838359429894077
819,0.010878887702833347
820,0.009964715746559296
821,0.010179941936186102
822,0.010104484353235799
823,0.010295619592281466
824,0.01017038774256544
825,0.010077157304815402
826,0.010189342029909662
827,0.009954391053453096
828,0.009781850535325064
829,0.009764796813378503
830,0.008413443449010478
831,0.008295043361399548
832,0.00851068048408531
833,0.00852100517719151
834,0.008340091897987307
835,0.008176848740318095
836,0.006988635800354544
837,0.008055828954456341
838,0.008196059860824167
839,0.007895359594935064
840,0.00845207115655209
841,0.008354936854741996
842,0.008210853450946486
843,0.008375534874322032
844,0.008160411417959965
845,0.008310093784683715
846,0.008224876541583267
847,0.008309477385095285
848,0.00864669932659886
849,0.008904559821092076
850,0.0089400027974268
851,0.009032103169264716
852,0.00876802731225483
853,0.008827047572847004
854,0.008837269532688468
855,0.008599544758083968
856,0.008226468907186712
857,0.008419042411938717
858,0.00837743543971969
859,0.00833372243557353
860,0.0084557181874503
861,0.008382777569486084
862,0.008214038182153376
863,0.008411645616877555
864,0.008341581530326013
865,0.008389712064855923
866,0.008681525903345155
867,0.008533230435695371
868,0.008497684726095907
869,0.008696422226732215
870,0.008652709222586055
871,0.008649781324541011
872,0.008641357196832466
873,0.008699504224674363
874,0.008728320905433466
875,0.008766126746857172
876,0.00873746416599518
877,0.008885913733542066
878,0.009079822770735671
879,0.009002361889122967
880,0.009023576308291432
881,0.009020853876775866
882,0.009083521168266249
883,0.009185535300151416
884,0.00936259608192793
885,0.009365215780178758
886,0.009583369867850609
887,0.009835528666150842
888,0.01036794381065725
889,0.010145988592190083
890,0.010029489069976815
891,0.010167973510844086
892,0.01011301121420908
893,0.01062369827322333
894,0.010641933427714384
895,0.010792078094129458
896,0.011336718497139724
897,0.011085792498016347
898,0.011541671360292698
899,0.012020408373973328
900,0.01255683011580453
901,0.012938432827675067
902,0.013199169853580956
903,0.012801283919249392
904,0.013674259836363375
905,0.016657171544673225
906,0.02150849313877913
907,0.016715061739353276
908,0.015804690913874545
909,0.016454530179976865
910,0.016322980234479433
911,0.0162668878719323
912,0.01490829181240022
913,0.012552772151847368
914,0.013467355041180372
915,0.013498072287337137
916,0.013603168417164448
917,0.012993138291148228
918,0.01299046722626503
919,0.013685971428543543
920,0.013648576520178791
921,0.013277144401517352
922,0.013042090691796047
923,0.013246478521992958
924,0.01309037532622306
925,0.013141947425121703
926,0.013035618496117528
927,0.013228705667193225
928,0.014332112297115285
929,0.014978869565275457
930,0.014785011894714224
931,0.015257173979451602
932,0.01588384689435543
933,0.015085095761014897
934,0.014997412919560728
935,0.015045440720825896
936,0.01509136249016393
937,0.015956017012834108
938,0.01683202356125787
939,0.01678692365803774
940,0.01684255372089355
941,0.01782699523024862
942,0.017934094658738332
943,0.019602996544412544
944,0.01838951122132336
945,0.018902304312264744
946,0.01931899043404342
947,0.020219447499474907
948,0.019991996051344236
949,0.019892139318018576
950,0.02029279905049807
951,0.020251346178176158
952,0.01917187639893813
953,0.01891442683750387
954,0.01907381749774539
955,0.019271630398999047
956,0.019852381544564843
957,0.019941605384990083
958,0.01804602255067074
959,0.018258320842252505
960,0.018078486262328056
961,0.018617065402718767
962,0.01847364976514405
963,0.018647679915610785
964,0.01882135049965094
965,0.018781438626300096
966,0.018476577663189095
967,0.018796951349275583
968,0.018717435802368117
969,0.018645882083477866
970,0.019850070046108233
971,0.019822742997687836
972,0.01960910917366447
973,0.019422083265208338
974,0.019539918319863205
975,0.019422905131326242
976,0.018721904699384236
977,0.018637047022710372
978,0.015803406748065317
979,0.016178742730786812
980,0.01641184450847809
981,0.016397718684576568
982,0.01614982331676297
983,0.01795423037862704
984,0.017591222387674146
985,0.015961102309438657
986,0.01650363668052179
987,0.017265609305086003
988,0.016678848263533014
989,0.016631950528179968
990,0.016812144674531
991,0.016052432181791032
992,0.016030549996401768
993,0.015942661688418125
994,0.015453754081528399
995,0.015673654634700798
996,0.015750858683151656
997,0.015521968969314653
998,0.016528703597117944
999,0.01636299484109501
1000,0.015889343124018927
1001,0.015889856790342622
1002,0.015699954350473815
1003,0.015841161222856653
1004,0.01613996092334809
1005,0.016036148959330008
1006,0.016317227171654083
1007,0.01678497172600771
1008,0.017596769983970015
1009,0.017202582447169032
1010,0.01747328459975454
1011,0.017927365629897968
1012,0.018223905198565166
1013,0.01820197164654353
1014,0.019047980081663703
1015,0.018969851433830197
1016,0.01905101071297348
1017,0.018275785497258026
1018,0.01848736465598662
1019,0.018248047515778673
1020,0.01882186416597463
1021,0.018718154935221283
1022,0.01872642496303272
1023,0.019065444736669216
1024,0.018866501769503437
1025,0.018130572027550394
1026,0.018232791625965035
1027,0.017538571589495754
1028,0.016867672004122067
1029,0.01742607866460728
1030,0.01779658618388607
1031,0.01767474453190641
1032,0.017780354328057416
1033,0.017950634714361202
1034,0.018176031497197105
1035,0.01771845753605257
1036,0.01780798957627203
1037,0.01791930106861601
1038,0.017927108796736122
1039,0.018018695502250347
1040,0.018071705866855324
1041,0.017532715793405665
1042,0.017713577705977496
1043,0.017687843023160548
1044,0.017864749705039956
1045,0.01804730671647997
1046,0.017975085231368922
1047,0.017928136129383508
1048,0.01800138494714194
1049,0.017989108322005707
1050,0.01837610453027501
1051,0.018382525359321153
1052,0.01789711068343253
1053,0.017926646497044802
1054,0.017957723309628148
1055,0.01814248908626004
1056,0.01814110218718607
1057,0.018179524428198205
1058,0.01825693394317854
1059,0.01830629727688531
1060,0.01820145798021984
1061,0.018286623856687917
1062,0.01800308004601012
1063,0.01806713423657447
1064,0.01819406118515868
1065,0.018447401416003407
1066,0.01841416720486056
1067,0.01832468653127347
1068,0.01839788398239953
1069,0.0185808519268985
1070,0.018624153997985705
1071,0.018539501787841327
1072,0.018515719037054398
1073,0.018891106386408268
1074,0.01928719448860691
1075,0.019411090805881336
1076,0.01936907290060336
1077,0.019828290593983704
1078,0.02002743902767896
1079,0.020291566251321214
1080,0.02042183203100942
1081,0.019203620977742274
1082,0.019467902301281637
1083,0.01986286033756815
1084,0.019591541785394215
1085,0.019749494179929404
1086,0.01933142115907676
1087,0.019594675149968738
1088,0.019492609651451203
1089,0.019491633685436188
1090,0.02005784807404151
1091,0.020102382944305577
1092,0.019989838652784732
1093,0.020161454571530117
1094,0.019806819341653393
1095,0.019730848092379395
1096,0.01985376844363881
1097,0.019906265141920097
1098,0.019929636959648066
1099,0.019995797182139553
1100,0.019877088894734413
1101,0.01986732923458427
1102,0.019837331121280676
1103,0.019238087988061984
1104,0.0192240648974252
1105,0.019249542747080305
1106,0.019219698733673823
1107,0.019396964981979813
1108,0.019548547914101228
1109,0.019632994657716132
1110,0.020868208066297477
1111,0.022132186789005547
1112,0.02332250576089624
1113,0.024025714958030124
1114,0.02448179928683595
1115,0.023851171141239694
1116,0.02404138178090272
1117,0.02475907636836471
1118,0.026351082405382278
1119,0.026206177135468862
1120,0.026573654023437872
1121,0.02654915213979778
1122,0.026138630013903406
1123,0.02624701360820235
1124,0.026164929729676416
1125,0.026482991917306294
1126,0.028781956915620705
1127,0.03209330687129901
1128,0.03214539263652134
1129,0.03133359437855904
1130,0.03419769506619901
1131,0.03447132511682956
1132,0.035270692649758524
1133,0.03522867474448054
1134,0.03576047348939852
1135,0.03314514140232243
1136,0.03104825273574832
1137,0.026979244952624812
1138,0.029965033192347338
1139,0.03147135968657314
1140,0.030230341848534088
1141,0.0296279139841085
1142,0.029891630274691796
1143,0.02926187536184582
1144,0.029372416354704268
1145,0.031232967145747834
1146,0.03135121313346167
1147,0.030991543973612753
1148,0.031087445476245996
1149,0.031203790898562154
1150,0.031200606167355257
1151,0.029686574678274086
1152,0.029564013893441262
1153,0.03009514487213844
1154,0.029767374390990784
1155,0.02974703320457259
1156,0.02982675421800955
1157,0.030813558592453594
1158,0.03022571885162086
1159,0.030650109968254905
1160,0.030657712229845546
1161,0.030728803649044473
1162,0.03143468391106156
1163,0.03099657790358493
1164,0.030964781958148422
1165,0.030601260300871836
1166,0.03066587952439224
1167,0.03005862319652396
1168,0.030146151938081022
1169,0.030185344678578693
1170,0.029816326791638603
1171,0.030094117539491056
1172,0.030173992652825107
1173,0.03018847804315321
1174,0.03021262036036672
1175,0.029299527103372424
1176,0.028492505942220452
1177,0.027501849070348708
1178,0.02495991990092815
1179,0.025972407591556786
1180,0.025889707313442426
1181,0.025802794971473798
1182,0.026806344868070202
1183,0.026794427809360557
1184,0.026680958918457065
1185,0.02674521857555089
1186,0.02695618133469106
1187,0.026807783133776537
1188,0.02676879585980834
1189,0.026493830276736196
1190,0.02595453200349232
1191,0.025753431637767027
1192,0.026332744517626485
1193,0.026010572999407074
1194,0.026050022573066593
1195,0.026298585707100988
1196,0.026467787394125024
1197,0.026350568739058586
1198,0.02646670869484527
1199,0.026442771844161245
1200,0.02608495188307763
1201,0.02629252444448143
1202,0.02610441983674554
1203,0.025940714379385013
1204,0.026053104571008748
1205,0.026216553195207434
1206,0.02604719740828629
1207,0.02591965406011365
1208,0.025889296380383474
1209,0.026041238878931464
1210,0.0274125738632911
1211,0.027596260940643234
1212,0.0276817863835379
1213,0.027798850938707233
1214,0.028702287268816126
1215,0.028493225075073614
1216,0.028553015835151328
1217,0.02852096305655297
1218,0.027628673285668183
1219,0.02773135518377414
1220,0.027860901830609183
1221,0.027862545562845
1222,0.027750925870706798
1223,0.027731303817141773
1224,0.027712298163165183
1225,0.027809792031401864
1226,0.02780434716837073
1227,0.02726535709492107
1228,0.027195806674693217
1229,0.02728991034519353
1230,0.027519313725354228
1231,0.027489212878785894
1232,0.027649630871674803
1233,0.027699918804764214
1234,0.027630727950962948
1235,0.027645470174452902
1236,0.02762636178721157
1237,0.02798243528279463
